id,credit_id_crew,department_crew,gender_crew,crew_id,job_crew,name_crew,profile_path_crew
16995,52fe46fc9251416c7508a2c5,Writing,2,21807,Screenplay,Billy Ray,/c607NMZCDpKlsJVuGUaD9wvglUk.jpg
32684,52fe44e49251416c910205b1,Directing,2,4346,Director,Ted Tetzlaff,/1jLw7iUJ5ywMfN8sjyaRwJPpFKq.jpg
61722,52fe4660c3a368484e08d47b,Directing,0,238406,Director,Michael Steiner,/nvk9hWDpl6CVHWKgU9YAJpJSHB9.jpg
18631,52fe478b9251416c7509d515,Directing,2,912,Director,Larry Ferguson,/gxsly0SbgYLPB1Y3XOz12jAEmza.jpg
302156,579e15fd9251411022000941,Sound,2,6041,Original Music Composer,Brian Tyler,/22QWiNJj03amY6GT1QPUs7dbdcB.jpg
284536,596b4b9d9251413806019590,Sound,2,1133582,Songs,Rodriguez,/cFxLnQIg146h6DOcVLXIvnW2rG9.jpg
123105,52fe4a8dc3a368484e159e97,Directing,2,8246,Director,Barry Levinson,/AvPOBBODhSCtUJAqxeq2s0nYnTw.jpg
77649,52fe4977c3a368484e12cd03,Production,2,2091,Producer,James Mason,/b0ebmboBdaYvk8fn2CFCQl4TaW9.jpg
141733,57446aabc3a3685c3500230d,Camera,0,19952,Director of Photography,Luc Montpellier,/hEEbBCzUe837j1rjOOCC8z1GRRs.jpg
70670,52fe4809c3a368484e0e631d,Production,2,1066227,Executive Producer,Christian Fredrik Martin,/fj5J46dBN6Ie0FTema5crjXTpFd.jpg
10664,52fe439e9251416c75017837,Writing,2,54526,Screenplay,Paco Plaza,/kj5tBKhLcC8PcZHwGerEMZakXi5.jpg
295723,542bebe80e0a2658490000f5,Directing,0,1070382,Director,Greg A. Sager,/eJvFNBLzDBbKkNKZXI8qd7fHA2.jpg
103048,52fe4a16c3a36847f81b85a5,Writing,2,1032611,Dialogue,K.K. Raina,/evdeV8Vlu7odcS0sYf5RzDIxivA.jpg
175869,52fe4d66c3a36847f825ebc7,Directing,2,13899,Director,G.W. Pabst,/bClbSJ23RmnZuELDzLG2a9WiLjx.jpg
20857,59712ee9c3a36813d7000828,Sound,2,4140,Music,Mark Isham,/juP82LbS9chU3VXgelb7CICBN2Q.jpg
39002,53217ce6c3a368574d0030f8,Directing,0,8573,Director,Thomas J. Wright,/9mAgimzp4CbzPRGPBfPirM87seb.jpg
21413,52fe4418c3a368484e00f2b3,Directing,2,88832,Director,Kyle Rankin,/8WtlkESJI6CadpTe35n0BvZ2oh1.jpg
29565,52fe45eac3a368484e0763a9,Writing,2,88820,Screenplay,Jean Rollin,/odV8f23LdkRqYzxKMWBEEMddYZ.jpg
36244,52fe45d79251416c91040521,Directing,0,17282,Director,Takashi Miike,/d8zPN3H8CKZHdVCpb7wWEm9L8l6.jpg
17182,56f1bcc2c3a36830200003b0,Art,2,10220,Production Design,Stephen Hendrickson,/baKrB9w8HrlIAzBnSE8Ad7zElRz.jpg
257084,530cbeb6c3a3685c120012f7,Directing,0,2662,Director,Frank Capra,/hvPrtfKnJs9arck1zKGnG8uRkBC.jpg
8007,53a16ac1c3a3687bb0002463,Art,0,34512,Art Direction,Ivo Hušnjak,/5XyIXJ2hMHma1jZ5lBArZaMZ7r3.jpg
11413,52fe443b9251416c7502d62f,Writing,2,66565,Screenplay,Jay Leggett,/99940MIHrrhn03fWmsI3jlMU52A.jpg
216369,52fe4e18c3a368484e20dec1,Writing,0,147899,Story,Tino Navarro,/tK4gisjPrWgJyK0Pbz1d20mo8sx.jpg
24936,52fe44b0c3a368484e031559,Directing,2,101444,Director,Scott McGehee,/yEXNO9FHYshsXOM2QRJNN8Xv7zm.jpg
47327,52fe472dc3a36847f812753b,Directing,0,27226,Director,Patrick Lussier,/xBZm3o2FtAH0RjEdmAau8OqkoZg.jpg
339403,575ed96ec3a3681156000d32,Crew,0,1635195,Stunts,Kelly Bellini,/yDd35tz7eSmZc2MgJqLFumAUIuy.jpg
18451,52fe477d9251416c7509b563,Production,2,7132,Producer,Vincent D'Onofrio,/lUEn7f7xCLuT1kRCHoxMTRnYKXW.jpg
112575,52fe4b1bc3a36847f81f2c69,Directing,2,1038590,Director,Joaquim Leitão,/eNDsWJseXbHqOnWn1Fcrgwn4Hjy.jpg
64688,52fe46e4c3a368484e0a99eb,Sound,2,5666,Original Music Composer,Mark Mothersbaugh,/AoQ4Prrg039LlQiwBNANXn8VVkg.jpg
1913,52fe4321c3a36847f803c893,Sound,2,19840,Original Music Composer,Alejandro Amenábar,/oNOZAy7tzekG0fL6fHniHvwHPAg.jpg
34528,565f9665c3a36875e9000a90,Writing,0,1530374,Screenplay,Zenzô Matsuyama,/gfVOroFbTRYR9A1eXmpGDrxjTwT.jpg
9514,57727e13c3a368247100695a,Writing,2,57800,Comic Book,Rötger Feldmann,/fnY3OhKEwSYEZJv4bcScpodqkmn.jpg
408,569c5a439251415e64002362,Visual Effects,2,11427,Animation,William Roberts,/mkfgT5RdFbFOwJpigXWALq9hOvz.jpg
140276,543920d50e0a266ec8001b79,Production,2,8502,Producer,Darryl F. Zanuck,/pfl8oR2otTYihADFtjLkrtKoFrM.jpg
214,52fe4227c3a36847f80082c9,Editing,2,2150,Editor,Kevin Greutert,/ffijXhDTs8Up2YQyKRQFIjk5fwc.jpg
41025,55e5189ec3a3681405000d8c,Visual Effects,2,60261,Creature Design,Stan Winston,/bs8iaDGeDg0vHw4GLcT7A2nAJbb.jpg
54117,52fe488bc3a36847f816d0c5,Writing,2,92829,Screenplay,Matt Chow,/qPDiIqUIW1YoGz2eC8EsSR7g7E1.jpg
274,52fe4230c3a36847f800ae45,Costume & Make-Up,0,557,Costume Design,Colleen Atwood,/4hbAdhvoCkENdoFDLKdXck1ESIl.jpg
6079,52fe443cc3a36847f808a1bb,Camera,0,11692,Director of Photography,Vladimír Smutný,/d8x2sN335ajQwQevOxEU9sBJ2hJ.jpg
13495,52fe45719251416c75056aa3,Writing,0,127823,Writer,Agustín Díaz Yanes,/aYEG5ocYKAjzc5yQPRkG3V1Dg7v.jpg
69399,53b42e9ec3a3682ed8009087,Editing,2,37242,Editor,A. Sreekar Prasad,/lufbH3noDEFbIL00tHv6BLS3r4t.jpg
147767,52fe4bb29251416c7510b2fb,Sound,2,88593,Music,Himesh Reshammiya,/4mNVTiNkryXuGAmg5nG8K4y9m5q.jpg
379873,56a9f9cf9251417dce004da6,Directing,2,89193,Director,Carlo Verdone,/5KC6XP5equSzwdfGacXSOSfcQ7B.jpg
177572,54da67f3c3a368122400011c,Sound,2,227440,Original Music Composer,Henry Jackman,/wJYFGHG5Vsh8cbiyiS8zpO2SMHb.jpg
284536,557006c192514140ca000e1f,Sound,2,312,Original Music Composer,Jon Brion,/bJZWUhhCgXN238ouWYpzPONW0sv.jpg
353491,55c4ec13c3a36856ac000391,Writing,2,5575,Screenplay,Akiva Goldsman,/smyKiXX4rAfehztrmg3lxgRAuZF.jpg
912,52fe428cc3a36847f80272b5,Sound,2,10934,Original Music Composer,Michel Legrand,/ewYlyU0UvONnt7jjHhaSXCKVHVa.jpg
24105,5597fafe9251413d9600152f,Production,1,2678,Casting,Stephanie Gorin,/AoOjwB5xvRx6Yq2IoiA42qnkvTl.jpg
40028,54db94ea9251415a0d001a2c,Production,2,102429,Executive Producer,Roger Corman,/gCfEvxl7jTv2dBo8HvwWVMi3auz.jpg
73755,52fe48aac3a368484e104a91,Writing,2,69038,Story,Carlo Vanzina,/wd51z5tECoJMS0fSn0GEojiHObp.jpg
7984,52fe448bc3a36847f809c0ab,Writing,2,53334,Screenplay,Jim Sheridan,/mfukw1JcUsXmUzt6IoaayMaescv.jpg
283366,566c5d9492514169e2008d50,Writing,1,23447,Screenplay,Jane Goldman,/4a1dXBKrPR3kLIcXvIbgS2eJb1Z.jpg
19120,56916bf9c3a36802ec00076a,Sound,2,3098,Original Music Composer,Nino Rota,/v42v3uM7jqwoZxDJ8MlEtT6Ol7a.jpg
9003,597a5e639251410b71000720,Sound,0,1395713,Sound Mixer,John Midgley,/1kskQkWzYvaDkBiXu9HBIHmo6Y2.jpg
278927,53ad9ba50e0a26597d00246a,Directing,2,15277,Director,Jon Favreau,/sJSGJwGa3hjMlJNUCxF7wQwo7fb.jpg
257668,531e1948c3a3685c3d00852b,Writing,2,88914,Writer,Heikki Vihinen,/v4ZvUCCDyG7ByE70CuMhsd05qFx.jpg
22501,565a7cb292514169280004d2,Crew,0,938884,Special Effects,Sándor Reisenbüchler,/4DRIDOTjLIMJiWprZWTVbEeXzel.jpg
265180,534fcc2ac3a3681ccc000e7e,Writing,0,68519,Writer,Andrey Zvyagintsev,/2MucUIIczDa9kiFGBAeG8xiCCqj.jpg
9599,52fe450fc3a36847f80ba087,Writing,2,26713,Screenplay,Chuck Russell,/vgZnLAHFCi3ZwwEcTSwdvK7pKHF.jpg
49051,52fe4784c3a36847f813a05b,Writing,2,10828,Screenplay,Guillermo del Toro,/aBPPwt3jcFw2ridEkKTgchfPaic.jpg
32097,5961320e9251417904029146,Production,2,23508,Producer,Daniel Toscan du Plantier,/635p8QihDt4w6GJlnV9dKoZO6o.jpg
36266,52fe45d99251416c910408b5,Writing,2,107730,Writer,Tran Anh Hung,/xrJKzB1anxjGL8OHCf9ZeRohic5.jpg
13700,5891cc57c3a3680973005e44,Crew,0,1552486,Supervising Animator,Duncan Marjoribanks,/39LCeidVcvPkVqXBofJQuiOYy4D.jpg
47933,52fe474ec3a36847f812e6eb,Directing,2,6046,Director,Roland Emmerich,/brsGRCjTcIYvQMMoNsbyOKmarMy.jpg
54291,52fe4895c3a36847f816f3ed,Directing,2,71174,Director,Tsai Ming-liang,/mesBkhd92gDqqaj5zFUqgHOczQZ.jpg
244956,52fe4efac3a36847f82b4d6f,Directing,2,96801,Director,Hiroshi Teshigahara,/vkQZsizTcw2msRw19zeVI2T36oZ.jpg
95134,52fe49789251416c750c9057,Directing,2,108106,Director,Fred Niblo,/yjXS4cg0BAFf1GST2HQFF8SNy3o.jpg
39538,52fe47249251416c9106b509,Sound,0,8377,Original Music Composer,Cliff Martinez,/hDYGsWAe7Lacfkx62AyqpllXsqg.jpg
22460,52fe4441c3a368484e018af3,Directing,2,35770,Director,Yash Chopra,/69iwaoauWMlXGIeOww5ysXqe5Mo.jpg
425716,59243931c3a368048400cf48,Production,2,76566,Producer,Peter Bose,/vR9j61iDbfWBtKYEZ0URgpx9Z2I.jpg
231082,58f148339251415556004bde,Production,2,19707,Producer,Charles Band,/ulNdloEQNPhKrFOloAwW2R3m6DU.jpg
13934,52fe45b69251416c7505fdb5,Writing,2,7879,Original Story,John Lasseter,/7EdqiNbr4FRjIhKHyPPdFfEEEFG.jpg
4326,52fe43bac3a36847f806b0cd,Directing,0,23116,Director,Leander Haußmann,/59CDglCQM06xQvCtqz7JNiiUpUA.jpg
159090,52fe4c039251416c910ecc41,Production,2,35736,Producer,Karan Johar,/pFWDjH57HsdkEKM8HT2wlH2Ahcw.jpg
9965,52fe4552c3a36847f80c7b19,Camera,2,11371,Director of Photography,Thomas E. Ackerman,/xFDbxk53icM1ofL4iCIwB4GkUxN.jpg
1588,578112e6c3a36873b800001b,Crew,1,1332245,Stunts,Nancy Young,/45Ofa9fi7lCiYoe52SaC2mU6244.jpg
268660,536b1f7e0e0a2647c400b607,Crew,2,1178630,Cinematography,Sameer Thahir,/m7Cr6VhwS5wYRWxBpGkX4oUwxFw.jpg
212481,52fe4dafc3a368484e1f6b3b,Production,0,230572,Producer,Stuart Ashen,/Abb04HZdTXW7FPlPCWT5ROWwxn3.jpg
24051,52fe447ec3a368484e0266e3,Directing,0,5917,Director,Ernie Barbarash,/tW219lxzVsBbD3hbcXBGjm3FnIR.jpg
29020,52fe45c2c3a368484e06d3ed,Sound,2,551674,Music,Carl W. Stalling,/7w0TsnkpyHLIYsAyYFVbdIBj2RU.jpg
790,52fe4276c3a36847f8020b33,Camera,2,1060,Director of Photography,Dean Cundey,/xunb0FZLZLhca2F5OJcKzV1mjR0.jpg
1598,52fe4303c3a36847f8033dd9,Sound,2,1045,Music,Bernard Herrmann,/nuGwEH9lJIBTEzsmB4bGDgJ9qgj.jpg
42891,52fe4621c3a36847f80ee563,Production,2,20019,Producer,Lee Daniels,/at0bnM4UNbyR5fTM8hi4UhBSRZn.jpg
2321,52fe434ec3a36847f804a34f,Art,1,9178,Production Design,Kristi Zea,/ztX9n1RfiJnfhpQKZshM0HYyzb3.jpg
18990,52fe47b19251416c750a2453,Directing,2,29662,Director,Terence Fisher,/53YMKaZBJSEWvPAOAGJpWkttXee.jpg
74643,52fe48d7c3a368484e10d8f9,Writing,2,67717,Writer,Michel Hazanavicius,/p7C6zhBbIfS4JvODJfVo9uEvLij.jpg
108059,5326f742c3a3683dbf004558,Directing,2,97847,Director,Aaron Lipstadt,/1f5hUK2LIelbR2aegIGayoUCMs.jpg
75834,587bcfe29251413ecb012266,Sound,0,11468,Music,Joseph LoDuca,/4VGY4Dt8nfJTwN39zmgfMwWB8ID.jpg
42692,52fe4612c3a36847f80eafd5,Editing,2,96934,Editor,Bo Widerberg,/2jJ2ZziKMSgMF4QbvdorCwVVeOL.jpg
7291,52fe4477c3a36847f8097b0d,Directing,2,52342,Director,Olivier Marchal,/7ATecIMp8xaPFotelxbS9HvsmPp.jpg
203801,5630cb4bc3a3681b4b00eddc,Production,0,1018073,Casting,Reg Poerscout-Edgerton,/d3Kq58OrJ0qbDuT8oOZbq5lcofb.jpg
21295,52fe4414c3a368484e00e1b7,Directing,2,79656,Director,John Schultz,/ePis8HPrAlCrkry1VMaHxsdrq4u.jpg
48207,597e3513c3a368540801e942,Writing,2,9168,Screenplay,Alan Parker,/vABD5OnVL9TcuxLHae6EOTDfWiW.jpg
872,52fe4285c3a36847f80256d1,Camera,2,9057,Director of Photography,Harold Rosson,/iaCiQJnVexTWFyfcvnamRICx8XQ.jpg
67654,52fe4770c3a368484e0c6f2b,Directing,2,938146,Director,Wladyslaw Starewicz,/1EF2z9Wc7SdVwp6NO5NqEiA6znr.jpg
297466,566a4babc3a3682647002fc3,Writing,0,1270718,Writer,Michael Lovan,/asKDP5ThMexNJd0c6ZRwxB3gpe0.jpg
247845,56525520c3a3686af6000564,Directing,0,82657,Director,Mike Slee,/cclzc8gy2NvChqycTBYGqZT90qB.jpg
16374,592e341a92514130d2003af7,Visual Effects,0,1371285,VFX Supervisor,Christian Rajaud,/jtip7vFH6Wy68ziwTBy4Zbc050K.jpg
13051,52fe45339251416c7504eee5,Sound,2,7229,Original Music Composer,Marco Beltrami,/tTBQHKWVieP5ARRfJRMkbnLTW6C.jpg
41938,598dd8b992514178b1014983,Production,2,1263,Casting,Lynn Stalmaster,/rhyzo2qgsGAXIpGTN5OabbZU95U.jpg
40974,5310c319c3a3682a020014c1,Camera,2,1357,Director of Photography,Christopher Doyle,/u7xRErdN6ya9qzOG8PVa2QshZFC.jpg
68427,54ccb8dc92514147550012b1,Writing,0,142603,Writer,Julie Dash,/6DXFL2T7lYOT586uy4BIPCmNENM.jpg
13063,52fe45359251416c7504f2b9,Directing,2,34517,Director,Trey Parker,/qXLTxMTfX15od88WHpBZz6xURR0.jpg
325385,58c5cedac3a36840b800674f,Crew,2,1357,Cinematography,Christopher Doyle,/u7xRErdN6ya9qzOG8PVa2QshZFC.jpg
33843,52fe45409251416c9102bf7b,Directing,2,73150,Director,Paul Wendkos,/ef4zYKbUUDJai5he7NrPqu6v9SG.jpg
46978,52fe4719c3a36847f8123505,Directing,2,23393,Director,Barbet Schroeder,/jDMy62PR1pfD0dX5E0K3Q6SI1wm.jpg
5721,52fe441bc3a36847f8082c45,Editing,0,4590,Editor,Russ Meyer,/4w6izR5bsjPNTQufl69K7qodcIb.jpg
3064,52fe4381c3a36847f80594bd,Sound,2,2704,Original Music Composer,Maurice Jarre,/yJDDi7RKlxHjb7g8NZTEhnS4drG.jpg
188927,52fe4d489251416c751360b5,Production,2,15344,Producer,J.J. Abrams,/uiEVOx3QclxnN76t8PU6v5IcUUP.jpg
4723,52fe43d6c3a36847f80731c5,Production,1,39123,Casting,Venus Kanani,/lR4VaV7yFaEuFE93tPF4NyPqZp6.jpg
132601,52fe4b99c3a368484e190b29,Directing,0,87130,Director,Mark A.Z. Dippé,/aXHVL2NmsCnMgwnacF2YBkOJ73x.jpg
179085,57605844c3a3681a190001bd,Camera,2,2654,Director of Photography,Robert Burks,/2FnhbhSQzCnMYsXzFptozlTlnFK.jpg
180,569180ecc3a36802ef000a55,Crew,2,15335,Stunt Coordinator,Brian Smrz,/3T07uPP01HtpctQdsvzLVsNTm8u.jpg
70971,597a8228925141363f00151f,Production,2,6448,Producer,Arthur Penn,/imHQBWO3DZXfcJM1CcPHsL28PyK.jpg
11177,52fe44099251416c75026b33,Production,2,30592,Producer,Martin Starger,/6fUAYOXgAXpbSzYP3xnVmJ4ezZh.jpg
173467,5526c9a5925141118a002bbb,Production,2,52477,Co-Producer,Zachery Ty Bryan,/aDRbXDiLbmNGB6GYmNcVFP5UTZ8.jpg
39513,52fe47219251416c9106af7b,Production,2,2238,Producer,Eric Fellner,/DiDxNhIfVPn9bRdOumhK0LgCYT.jpg
156277,52fe4b999251416c910dfcf7,Writing,2,41887,Writer,Michael Polish,/Ar5xyhNq9dT4LBwhW0hekutRyuC.jpg
34689,53037d0e925141218c5d667c,Writing,2,10601,Writer,Joseph L. Mankiewicz,/4nXrV7vGy3V6hgMVw7nTiVJhZpY.jpg
55931,52fe48e6c3a36847f817f7a1,Writing,2,183,Writer,Kouji Morimoto,/xRs1ulNnfLs5kkZcINkd73NgwnE.jpg
26522,52fe4508c3a368484e044a11,Sound,2,15193,Original Music Composer,Herbie Hancock,/hiYIvYhh7jnU2O5RLLdTEVv1a1l.jpg
62871,52fe4690c3a368484e097b19,Directing,2,19983,Director,Sam Garbarski,/9uVyp4Xv0ygOAZ4ocYqkSXcC8vj.jpg
15438,570816d49251415bcf000184,Writing,0,71307,Writer,Laetitia Colombani,/5Nd4b8oKiOocNOo0zgDaBvoPTlO.jpg
7011,52fe446fc3a36847f8095f33,Writing,2,6046,Screenplay,Roland Emmerich,/brsGRCjTcIYvQMMoNsbyOKmarMy.jpg
11622,55840d3f92514171f7000fc6,Production,1,2215,Casting,Denise Chamian,/mEn7U8Dt5zqnNMO0Y1YtXO7evS.jpg
179,591837f192514159c1041b07,Sound,2,1077782,Foley,Gary A. Hecker,/qyBUauN3XIS2Mlus3OdGCmrUo0S.jpg
285181,53df87580e0a265a9600493d,Writing,2,56377,Writer,Bent Hamer,/cog83HLGJKEFvTfrntfIWh2AMhe.jpg
198277,52fe4d769251416c91116e8d,Writing,2,45117,Writer,John Carney,/vVg4RaASMBdKjFDlfeH1NYuaa9W.jpg
6003,52fe4435c3a36847f80889c3,Sound,2,3098,Original Music Composer,Nino Rota,/v42v3uM7jqwoZxDJ8MlEtT6Ol7a.jpg
111398,52fe4af7c3a36847f81eaea9,Directing,0,125690,Director,Mikio Naruse,/2fePemn6eI8Wfu1p8GbEPjuSuZa.jpg
17771,570666779251411f39002426,Production,2,20182,Producer,Robert Lantos,/5zgnr7BdExuqKSPwzHYkyUHVJzv.jpg
380622,572fbc46c3a36874eb00179e,Writing,2,238384,Screenplay,Alain Guiraudie,/lbPtScuyzR4NsFQfgDkBq7FEUw4.jpg
64494,52fe46dcc3a368484e0a7c21,Camera,2,98559,Director of Photography,Howard Wexler,/7giJ8jJdJ0YY9zn0yKKaP1Y4P6Y.jpg
186729,52fe4d059251416c7512d3c1,Writing,0,21768,Screenplay,Sylvain Chomet,/tDVVYaJ8LCHbEkALwoDcBvBa1ot.jpg
330916,574e0dec92514172f6000156,Production,0,33341,Executive Producer,Rick Rosenthal,/wObA3tDXNPNnz7UQrIuFTkIZmvI.jpg
297596,54f580b69251412ba9001422,Costume & Make-Up,1,1099544,Costume Design,Oana Paunescu,/oRLZyRn4pZ6goaX95OtQcKQaOGQ.jpg
1713,52fe430fc3a36847f80374e3,Writing,2,5281,Screenplay,Spike Lee,/zTsaE7GrLnOV62NmSrr6hll1G5Y.jpg
710,52fe426ec3a36847f801e1ab,Costume & Make-Up,1,10714,Costume Design,Lindy Hemming,/8DiTuVH0dysJ6j1psjXE0XQ4BKR.jpg
50271,591334b79251414e800572ea,Production,2,14855,Producer,Frank Borzage,/ywsES5vf5uH4GelIDmaJWJAhdOG.jpg
412105,596922b5c3a3683af2000d15,Production,2,53177,Producer,Brian Robbins,/l7UfY9nBeus8bHHXvf3mUmtagQJ.jpg
45133,52fe46b1c3a36847f810cd85,Directing,2,132239,Director,Babak Najafi,/9cR7JVaaeB5u7zRdT8AfIWdHkM0.jpg
47481,52fe4735c3a36847f8129241,Writing,2,4883,Writer,Manuel Pradal,/bZukjvaK7VbZ1qgmVsEUzlOqdXC.jpg
142918,52fe4af09251416c750f31f5,Directing,0,95501,Director,Yasujirō Ozu,/xq5SKmMDxsmnLn75FBqPjQ0xbP4.jpg
82702,544b088f0e0a26747c00556f,Sound,2,11098,Original Music Composer,John Powell,/fFRYoiZxBtP4Gs0CAphU7F5mDk.jpg
52320,52fe4824c3a36847f8159c37,Directing,2,56377,Director,Bent Hamer,/cog83HLGJKEFvTfrntfIWh2AMhe.jpg
31659,52fe44949251416c91015b31,Production,2,18165,Producer,Aaron Russo,/qsD12TNqKh2g0vVTDPDN8lHdxuj.jpg
60773,52fe4634c3a368484e08468d,Writing,0,24882,Writer,Jacques Demy,/7f4Rg6B6HXM8gybOVVLWKYK2Bqw.jpg
6488,56b51bc69251414c450002a7,Production,2,9196,Co-Executive Producer,Ted Field,/qmB7sZcgRUq7mRFBSTlSsVXh7sH.jpg
39113,52fe46fa9251416c91066331,Writing,2,95526,Screenplay,William Asher,/tZw2tQwUHBTgwNjR0lWpdzliRAr.jpg
2266,52fe4348c3a36847f8048495,Directing,2,5877,Director,Vincenzo Natali,/4rdmLwBRQKs1gpjEfrTxabOUerv.jpg
325385,54e0ac2c925141195a005250,Writing,0,55119,Screenplay,Alejandro Jodorowsky,/uq1sjIIPxKZnXwDcfi3cZojJ9XE.jpg
13579,52fe457d9251416c7505845d,Directing,2,29783,Director,Fred Durst,/1BByU9VNLiqbFQGJGn5dEZtDqCf.jpg
57978,52fe494fc3a36847f81938cb,Directing,2,65452,Director,Mike Leigh,/kvW8YDDi0dHOEYJG7jLHYQRrRJs.jpg
64635,52fe46e1c3a368484e0a9035,Sound,2,5553,Original Music Composer,Harry Gregson-Williams,/qyq2ptCxmmRdO9ccuM7RASVsKyT.jpg
10056,52fe43169251416c75002ee3,Directing,2,240,Director,Stanley Kubrick,/ywoN9gI2lFOA5EAxxyRbQ1R4GQ6.jpg
46595,5549db30c3a36841bf0019cb,Writing,2,6818,Screenplay,Werner Herzog,/uzVcWEmasjz1Wl7w5mBF5vmmHlK.jpg
134656,52fe4bdfc3a368484e19cd91,Production,2,131521,Executive Producer,Spencer Susser,/jpFpEbbaHIki1SM8SORJTMiowFd.jpg
11626,52fe446b9251416c7503406b,Writing,1,3850,Screenplay,Astrid Lindgren,/dArfGXX1aZnH1ZKXInDkWFLC7db.jpg
13051,52fe45339251416c7504eeaf,Directing,2,12028,Director,John Moore,/1zFWQ0hCvRgfXlQ3NaUn2HzChBW.jpg
15363,52fe46519251416c750747af,Directing,1,64140,Director,Sanaa Hamri,/jhuOC1tTUtOzVna5UGksrPjy1m7.jpg
267193,5431b11ac3a36831ac003cf9,Production,2,6730,Producer,Sacha Baron Cohen,/9UWxlTsGAfRAcxG2LcUMbfR3FiF.jpg
63472,52fe46acc3a368484e09d929,Directing,2,32983,Director,Douglas McGrath,/A5O1d5Zo3RJ7p1yvT7fjMS4B7UH.jpg
147876,53355c2ec3a3682ab50047c2,Production,2,8502,Producer,Darryl F. Zanuck,/pfl8oR2otTYihADFtjLkrtKoFrM.jpg
1600,52fe4303c3a36847f8033f09,Sound,2,1135,Original Music Composer,Zbigniew Preisner,/bBebcS5dznOr7l9lBZqzISgeYYC.jpg
216,52fe4227c3a36847f80083cf,Directing,2,2725,Director,Rainer Werner Fassbinder,/27Zgw5CeRiPR2yTyoXVvWYvarLV.jpg
15303,54055cd30e0a2658d800bca7,Directing,0,213380,Director,Milorad Milinković,/bq4qJl9uejiZkTMGqAf2w4lcndJ.jpg
197737,52fe4d609251416c91113ddf,Writing,2,4341,Screenplay,Ben Hecht,/is5faYjaFObagG3b8xgwocMkUcX.jpg
8046,52fe448dc3a36847f809c923,Writing,2,769,Screenplay,Martin Brest,/uBdfVZ2YBpnMj24UEviiNxbQgrt.jpg
20357,5696f738c3a3683aea0008fe,Sound,0,22047,Original Music Composer,Alex Heffes,/aBOEJWmD1GRa3FEmsapgbbIRwzq.jpg
14755,52fe46169251416c7506ca2f,Directing,2,39996,Director,Sidney Lumet,/sOo8jatHC3heDbC2FAOteBXe3z2.jpg
77966,52fe4986c3a368484e130093,Directing,2,82413,Director,Jack Conway,/9XtA1YzzVibf1xl907PB9uQYdyi.jpg
754,5675c2bd92514179db0036ea,Sound,0,13179,Sound Effects Editor,Tony Lamberti,/jQTxQeV6n6zjRYDgyxiQzUx08Kq.jpg
109835,52fe4ac5c3a36847f81e09c7,Directing,0,584919,Director,Balaji Sakthivel,/zQdxtv2YDeQAubTOuI5HkjtLKx2.jpg
4111,5408dab5c3a36812cd00041a,Sound,2,27969,Sound Director,Douglas Shearer,/3kH8o524WTYSGBLcCx9v9ERP9sj.jpg
405280,577eec9e9251413a5b0003ec,Directing,2,13953,Director,Edward F. Cline,/lkAs1ydjzF9SjDIXDFOx5VvCxjl.jpg
52991,52fe484dc3a36847f81607a1,Production,2,30008,Producer,Leo McCarey,/bb4gJHkhXREvLy9rjunSQ3onxMX.jpg
11631,52fe446c9251416c750342bd,Production,1,12931,Executive Producer,Rita Wilson,/jsIeIIzvirqMMCua4fA0ziRsRIs.jpg
119914,52fe4c10c3a36847f821fbcb,Writing,2,6210,Writer,William Shakespeare,/2z4njqosEQM4g26ttb9grG9rJUg.jpg
347097,58b42afac3a36852540186b8,Production,2,1766396,Co-Producer,Rodrigo Vidal-Dawson,/usv26HKT0PAJA5CZdtkefv7LvFx.jpg
18993,52fe47b19251416c750a252f,Production,2,66759,Producer,Charles H. Schneer,/2HUfWC6uXFy7ed3eciHwORt6aVm.jpg
77966,5408771ac3a36858210011c9,Editing,1,9058,Editor,Blanche Sewell,/wkDhyQuhaxZJZqx7UdnSIcyOR6o.jpg
16769,52fe46e99251416c75087b13,Directing,2,10781,Director,Michael Apted,/j5KoJlZUepN36ZD8VoDLuvV5BG5.jpg
41225,58acaf01c3a3686f17000a57,Sound,2,3098,Music,Nino Rota,/v42v3uM7jqwoZxDJ8MlEtT6Ol7a.jpg
84728,52fe490a9251416c910a0da1,Directing,2,15531,Director,Ossie Davis,/9oVewASbQrzqENeKJX5CGLVzq3U.jpg
258,52fe422ec3a36847f800a46f,Directing,0,1650,Director,François Truffaut,/apCCV99N3FqB5NsEPqOzetlkprL.jpg
23001,52fe445ac3a368484e01e3b9,Writing,2,30249,Screenplay,Preston Sturges,/zCpTn3GcPD6T1gYyYOyIUEEMnjP.jpg
14139,52fe45cf9251416c750633e9,Writing,2,118303,Writer,Nacho Vigalondo,/pYgf9PwkQ1gPjus4bw3f27yGCrh.jpg
46757,549ad0579251413132001a3d,Writing,2,11993,Screenplay,Dalton Trumbo,/2Ii27zuIjlzkqgs6dFS4SgsuNKH.jpg
41768,5910e19ec3a36864c603798f,Camera,2,151,Director of Photography,Roger Deakins,/osGe7eLKNIErFLn1RHJDeYTYOmb.jpg
38427,58bbbce3925141609b034889,Sound,2,491,Original Music Composer,John Williams,/2Ats98PB1SH2yfEPikiLdhRuXZm.jpg
